-5, -5, -25, 13.9803, 10.2948, 8.38264, 7.23904, 6.58633, 6.12534, 5.84678, 5.64804, 5.53102, 5.45638, 5.42477, 5.41906, 5.43894, 5.47611, 5.52992, 5.59597, 5.67356, 5.7602, 5.85524, 5.95718, 6.06549, 6.17919, 6.29785, 6.42082, 6.54775, 6.67819, 6.81185, 6.9484, 7.08762, 7.22926, 7.37314, 7.51907, 7.66691, 7.81649, 7.96771, 8.12044, 8.27458, 8.43004, 8.58673, 8.74457, 8.9035, 9.06344, 9.22435, 9.38615, 9.54881, 9.71228, 9.87651, 10.0415, 10.2071, 10.3734, 10.5403, 10.7078, 
-5, -4.65517, -23.9655, 4.28884, 1.61473, 1.56676, 1.29633, 1.34112, 1.38841, 1.51602, 1.6474, 1.80656, 1.96711, 2.139, 2.3116, 2.48942, 2.66774, 2.8487, 3.03006, 3.21287, 3.396, 3.57997, 3.76421, 3.94896, 4.13392, 4.31922, 4.50468, 4.69037, 4.87619, 5.06216, 5.24824, 5.43444, 5.62072, 5.80708, 5.99351, 6.18001, 6.36656, 6.55316, 6.7398, 6.92648, 7.1132, 7.29996, 7.48674, 7.67355, 7.86038, 8.04724, 8.23412, 8.42101, 8.60793, 8.79486, 8.9818, 9.16876, 9.35574, 9.54272, 9.72971, 
-5, -4.31034, -22.931, -6.35721, -4.01489, -4.16626, -3.51321, -3.17897, -2.69622, -2.32082, -1.91313, -1.55784, -1.19928, -0.87032, -0.545839, -0.239649, 0.0604453, 0.3484, 0.630479, 0.904012, 1.17238, 1.43444, 1.69211, 1.94493, 2.19405, 2.43934, 2.6815, 2.92057, 3.15699, 3.39085, 3.62246, 3.85191, 4.07944, 4.30515, 4.52919, 4.75165, 4.97267, 5.19233, 5.41072, 5.62793, 5.84401, 6.05905, 6.2731, 6.48622, 6.69847, 6.90988, 7.12051, 7.33039, 7.53957, 7.74809, 7.95596, 8.16323, 8.36992, 8.57606, 8.78168, 
-5, -3.96552, -21.8966, -5.32273, -6.65802, -6.26491, -6.18667, -5.68964, -5.31062, -4.8205, -4.39807, -3.9473, -3.53855, -3.12713, -2.74315, -2.36457, -2.00487, -1.65267, -1.31414, -0.983122, -0.662431, -0.348597, -0.0428362, 0.256893, 0.550132, 0.838138, 1.12081, 1.39896, 1.67265, 1.94243, 2.20842, 2.47102, 2.73037, 2.98676, 3.24033, 3.49131, 3.73983, 3.98606, 4.23012, 4.47217, 4.71229, 4.95061, 5.18722, 5.42221, 5.65568, 5.88769, 6.11833, 6.34766, 6.57575, 6.80265, 7.02842, 7.25312, 7.47678, 7.69947, 7.92121, 
-5, -3.62069, -20.8621, -4.28824, -5.62354, -6.38832, -6.4645, -6.4481, -6.1778, -5.90538, -5.53932, -5.18885, -4.80453, -4.43632, -4.05797, -3.6932, -3.328, -2.9739, -2.62327, -2.28178, -1.94514, -1.61615, -1.29231, -0.974941, -0.662551, -0.355722, -0.0535048, 0.24389, 0.537091, 0.826075, 1.11128, 1.39277, 1.67087, 1.94568, 2.21744, 2.48628, 2.75237, 3.01585, 3.27686, 3.53552, 3.79195, 4.04625, 4.29854, 4.5489, 4.79744, 5.04422, 5.28934, 5.53286, 5.77486, 6.0154, 6.25454, 6.49234, 6.72886, 6.96414, 7.19824, 
-5, -3.27586, -19.8276, -3.25376, -4.58906, -5.35384, -5.79458, -5.92939, -5.94535, -5.80971, -5.63399, -5.3855, -5.12414, -4.8282, -4.52924, -4.21446, -3.90058, -3.5803, -3.26255, -2.94322, -2.62711, -2.31188, -2.0001, -1.6904, -1.38416, -1.08057, -0.78033, -0.482931, -0.188721, 0.102641, 0.391004, 0.67661, 0.959417, 1.23961, 1.5172, 1.79233, 2.06505, 2.33548, 2.60367, 2.86974, 3.13374, 3.39576, 3.65586, 3.91413, 4.17063, 4.42543, 4.67858, 4.93015, 5.18019, 5.42876, 5.67591, 5.92169, 6.16615, 6.40932, 6.65126, 
-5, -2.93103, -18.7931, -2.21928, -3.55458, -4.31936, -4.7601, -5.00969, -5.10556, -5.11531, -5.03593, -4.91518, -4.74255, -4.54836, -4.3241, -4.08799, -3.83459, -3.57464, -3.30496, -3.03186, -2.75355, -2.47374, -2.19146, -1.9089, -1.62554, -1.34267, -1.06001, -0.778326, -0.497473, -0.217895, 0.0604925, 0.337433, 0.612979, 0.88699, 1.1595, 1.43045, 1.69987, 1.96772, 2.23404, 2.49883, 2.76212, 3.02392, 3.28427, 3.54317, 3.80068, 4.05681, 4.3116, 4.56506, 4.81725, 5.06817, 5.31787, 5.56638, 5.81371, 6.0599, 6.30498, 
-5, -2.58621, -17.7586, -1.1848, -2.52009, -3.28487, -3.72562, -3.97521, -4.10722, -4.1523, -4.14011, -4.07452, -3.97624, -3.84272, -3.68859, -3.51095, -3.31961, -3.11258, -2.89626, -2.66951, -2.43645, -2.19653, -1.95237, -1.70377, -1.45241, -1.19828, -0.942459, -0.685004, -0.426625, -0.167411, 0.0921748, 0.352041, 0.61188, 0.871611, 1.13103, 1.39007, 1.6486, 1.90657, 2.16388, 2.4205, 2.67637, 2.93146, 3.18574, 3.4392, 3.6918, 3.94353, 4.1944, 4.44438, 4.69349, 4.94171, 5.18905, 5.43552, 5.68111, 5.92583, 6.1697, 
-5, -2.24138, -16.7241, -0.150314, -1.48561, -2.25039, -2.69113, -2.94072, -3.07274, -3.12919, -3.13134, -3.09491, -3.02479, -2.93073, -2.81292, -2.67843, -2.52656, -2.36242, -2.18546, -1.99928, -1.80362, -1.601, -1.39139, -1.17653, -0.95654, -0.732616, -0.504942, -0.274359, -0.0410672, 0.19434, 0.431671, 0.670501, 0.910658, 1.15183, 1.39388, 1.63658, 1.87979, 2.12337, 2.36719, 2.61114, 2.85514, 3.0991, 3.34293, 3.58658, 3.83, 4.07312, 4.3159, 4.55831, 4.80031, 5.04187, 5.28296, 5.52357, 5.76367, 6.00324, 6.24228, 
-5, -1.89655, -15.6897, 0.884169, -0.451128, -1.21591, -1.65665, -1.90624, -2.03825, -2.09471, -2.10044, -2.06953, -2.01152, -1.9308, -1.83259, -1.71801, -1.59065, -1.45069, -1.30079, -1.14096, -0.973203, -0.797569, -0.615536, -0.427248, -0.233794, -0.035374, 0.167205, 0.37372, 0.583568, 0.796526, 1.01214, 1.23019, 1.45034, 1.6724, 1.8961, 2.12126, 2.34769, 2.57523, 2.80371, 3.03302, 3.26302, 3.49361, 3.72468, 3.95613, 4.18789, 4.41988, 4.65202, 4.88426, 5.11653, 5.34879, 5.58098, 5.81307, 6.04501, 6.27678, 6.50832, 
